日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2020-09-04,'399986,中证银行,6090.6244,6102.1105,6052.6048,6067.9162,6115.1844,-24.56,-0.4016,1640371628,12737853228.9
2020-09-03,'399986,中证银行,6115.1844,6171.7528,6101.4544,6143.7232,6142.8616,-27.6772,-0.4506,1813023234,15067574271.1
2020-09-02,'399986,中证银行,6142.8616,6184.7416,6106.4339,6180.4044,6180.7687,-37.9071,-0.6133,2257205288,18714724659.0
2020-09-01,'399986,中证银行,6180.7687,6199.2455,6154.2602,6175.2997,6194.335,-13.5663,-0.219,1984891730,16928472588.2
2020-08-31,'399986,中证银行,6194.335,6318.8916,6185.3998,6257.3465,6239.5571,-45.2221,-0.7248,3326903914,30186592109.4
2020-08-28,'399986,中证银行,6239.5571,6239.5571,6075.2487,6094.362,6102.8768,136.6803,2.2396,2506178342,22914798913.4
2020-08-27,'399986,中证银行,6102.8768,6117.4097,6065.1034,6116.4115,6108.8835,-6.0067,-0.0983,1477539704,11493851207.4
2020-08-26,'399986,中证银行,6108.8835,6163.777,6094.761,6161.2028,6158.4973,-49.6138,-0.8056,1739948789,13893899909.3
2020-08-25,'399986,中证银行,6158.4973,6202.1104,6141.8801,6169.2577,6146.5711,11.9262,0.194,1543838011,12677648390.2
2020-08-24,'399986,中证银行,6146.5711,6210.6911,6141.9581,6204.3437,6185.0235,-38.4524,-0.6217,1708769541,14616031506.0
2020-08-21,'399986,中证银行,6185.0235,6214.3921,6157.3702,6214.3921,6171.6073,13.4162,0.2174,1682619956,14224525372.6
2020-08-20,'399986,中证银行,6171.6073,6246.3005,6160.3204,6244.2874,6263.4643,-91.857,-1.4666,2255467968,18670715474.6
2020-08-19,'399986,中证银行,6263.4643,6330.9608,6263.4643,6309.9372,6316.8607,-53.3964,-0.8453,2521568508,20567601479.9
2020-08-18,'399986,中证银行,6316.8607,6363.4967,6281.4408,6363.4967,6376.1129,-59.2522,-0.9293,3266422193,25200535379.2
2020-08-17,'399986,中证银行,6376.1129,6437.6709,6216.7509,6216.7509,6202.1987,173.9142,2.8041,6164613178,48400281562.1
2020-08-14,'399986,中证银行,6202.1987,6205.6593,6099.246,6109.7689,6109.0813,93.1174,1.5242,2384364374,19236862644.1
2020-08-13,'399986,中证银行,6109.0813,6154.9177,6106.0836,6150.6557,6141.2411,-32.1598,-0.5237,1753803310,14842020359.9
2020-08-12,'399986,中证银行,6141.2411,6178.2794,6078.77,6115.6818,6104.9811,36.26,0.5939,2625211601,21884167903.4
2020-08-11,'399986,中证银行,6104.9811,6225.4677,6095.303,6095.5368,6089.464,15.5171,0.2548,3581297856,32117571318.9
2020-08-10,'399986,中证银行,6089.464,6114.283,5991.3988,6031.2584,6029.8686,59.5954,0.9883,2342317000,20779723757.1
2020-08-07,'399986,中证银行,6029.8686,6089.0704,6002.7454,6062.1623,6083.4878,-53.6192,-0.8814,2114733374,17353715844.1
2020-08-06,'399986,中证银行,6083.4878,6100.9686,6008.9857,6046.5386,6034.9413,48.5465,0.8044,2307339212,19745711787.2
2020-08-05,'399986,中证银行,6034.9413,6073.3767,5998.8077,6073.0579,6113.3923,-78.451,-1.2833,2513718778,20144313629.2
2020-08-04,'399986,中证银行,6113.3923,6148.0726,5956.654,5975.3587,5961.2199,152.1724,2.5527,4699098591,38168419022.6
2020-08-03,'399986,中证银行,5961.2199,5975.1622,5928.3894,5951.2794,5915.3459,45.874,0.7755,2650411743,20138764552.2
2020-07-31,'399986,中证银行,5915.3459,5984.3698,5883.4574,5912.3378,5915.3695,-0.0236,-0.0004,2352720341,17776101993.5
2020-07-30,'399986,中证银行,5915.3695,5977.8568,5911.3515,5972.4374,5976.5463,-61.1768,-1.0236,1842506414,14090830243.9
2020-07-29,'399986,中证银行,5976.5463,5984.9722,5867.2872,5889.0847,5898.7273,77.819,1.3193,2313822167,17640227227.1
2020-07-28,'399986,中证银行,5898.7273,5925.6711,5873.6091,5908.9394,5871.612,27.1153,0.4618,1688827832,13167601371.7
2020-07-27,'399986,中证银行,5871.612,5957.1362,5847.7481,5952.5768,5917.069,-45.457,-0.7682,2121045199,17354220968.2
2020-07-24,'399986,中证银行,5917.069,6064.1965,5894.58,6053.749,6071.6373,-154.5683,-2.5457,3381578874,25865459233.3
2020-07-23,'399986,中证银行,6071.6373,6143.4417,6015.8396,6121.7347,6179.3794,-107.7421,-1.7436,3233499155,24852927010.0
2020-07-22,'399986,中证银行,6179.3794,6268.4922,6155.2633,6194.2914,6197.9134,-18.534,-0.299,3088488506,23441005825.2
2020-07-21,'399986,中证银行,6197.9134,6258.8485,6176.6195,6258.8485,6255.6508,-57.7374,-0.923,2490572357,19210694206.2
2020-07-20,'399986,中证银行,6255.6508,6264.7454,6090.3462,6119.0591,6094.9413,160.7095,2.6368,3880122244,31403361125.5
2020-07-17,'399986,中证银行,6094.9413,6142.3986,6048.4605,6125.4989,6091.8233,3.118,0.0512,3244028604,24675062853.2
2020-07-16,'399986,中证银行,6091.8233,6212.0352,6090.4753,6141.1886,6125.6187,-33.7954,-0.5517,4688527875,34873068046.0
2020-07-15,'399986,中证银行,6125.6187,6283.6199,6115.6171,6274.0925,6290.0769,-164.4582,-2.6146,4165520604,31148585819.7
2020-07-14,'399986,中证银行,6290.0769,6402.8619,6256.7149,6373.6346,6415.9356,-125.8587,-1.9617,4406602631,32879554793.9
2020-07-13,'399986,中证银行,6415.9356,6489.2523,6338.678,6377.8694,6447.0019,-31.0663,-0.4819,5647561513,42027688107.8
2020-07-10,'399986,中证银行,6447.0019,6667.0028,6428.4495,6649.7903,6738.5164,-291.5145,-4.3261,5967347839,44569163997.1
2020-07-09,'399986,中证银行,6738.5164,6790.992,6675.7724,6787.6127,6819.5983,-81.0819,-1.189,6255039418,48581958525.8
2020-07-08,'399986,中证银行,6819.5983,6912.5937,6712.2535,6754.5146,6800.2938,19.3045,0.2839,7118945544,54826676845.7
2020-07-07,'399986,中证银行,6800.2938,7114.4629,6793.9949,6992.5806,6835.2186,-34.9248,-0.511,8741157836,68715448967.0
2020-07-06,'399986,中证银行,6835.2186,6853.6136,6344.7112,6344.7112,6268.9213,566.2973,9.0334,9098792138,69362187429.2
2020-07-03,'399986,中证银行,6268.9213,6281.1673,6129.2731,6129.2731,6108.2236,160.6977,2.6308,5131786768,39001099045.0
2020-07-02,'399986,中证银行,6108.2236,6108.6393,5946.948,5957.2055,5970.7221,137.5015,2.3029,4428773722,31753313785.1
2020-07-01,'399986,中证银行,5970.7221,5977.9313,5851.917,5869.3148,5864.0999,106.6222,1.8182,2681887896,19307768899.8
2020-06-30,'399986,中证银行,5864.0999,5883.8509,5847.1401,5871.2097,5882.4451,-18.3452,-0.3119,1649586457,11379905942.9
2020-06-29,'399986,中证银行,5882.4451,5951.1343,5865.3197,5930.5007,5894.6184,-12.1733,-0.2065,1979489843,14175364651.8
2020-06-24,'399986,中证银行,5894.6184,5901.8924,5843.5339,5844.3687,5840.7649,53.8535,0.922,1869642659,13834261899.9
2020-06-23,'399986,中证银行,5840.7649,5865.9869,5833.8552,5859.6137,5869.1183,-28.3534,-0.4831,1334651678,9968159164.15
2020-06-22,'399986,中证银行,5869.1183,5914.1685,5863.7139,5886.5828,5901.2985,-32.1802,-0.5453,1754225719,13182367886.9
2020-06-19,'399986,中证银行,5901.2985,5916.4693,5863.4217,5879.7758,5891.6907,9.6078,0.1631,1954768219,14940393550.0
2020-06-18,'399986,中证银行,5891.6907,5906.0994,5832.1561,5877.1985,5911.5254,-19.8347,-0.3355,1624579965,13506361756.9
2020-06-17,'399986,中证银行,5911.5254,5917.3855,5885.5388,5909.2992,5916.0941,-4.5687,-0.0772,992021595,7510519043.06
2020-06-16,'399986,中证银行,5916.0941,5920.8184,5896.1185,5906.3083,5869.1461,46.948,0.7999,1114546981,8454447569.0
2020-06-15,'399986,中证银行,5869.1461,5916.7981,5869.1461,5907.2404,5942.0896,-72.9435,-1.2276,1682286517,12617256514.3
2020-06-12,'399986,中证银行,5942.0896,5948.078,5883.3732,5894.8241,5935.4352,6.6544,0.1121,1868431786,13616276886.3
2020-06-11,'399986,中证银行,5935.4352,6007.8231,5928.3174,6003.2242,6008.1194,-72.6842,-1.2098,1498442462,12215761518.7
2020-06-10,'399986,中证银行,6008.1194,6058.5276,6004.7458,6058.5276,6050.2195,-42.1001,-0.6958,1001468961,7835809798.75
2020-06-09,'399986,中证银行,6050.2195,6058.0082,6021.7114,6042.2637,6040.4077,9.8118,0.1624,1040363969,7914998573.33
2020-06-08,'399986,中证银行,6040.4077,6089.4759,6036.2569,6052.5,6036.7355,3.6722,0.0608,1146954667,9509699834.2
2020-06-05,'399986,中证银行,6036.7355,6045.213,6002.4851,6043.8743,6027.5987,9.1368,0.1516,791048987,6269386080.36
2020-06-04,'399986,中证银行,6027.5987,6076.6376,6022.0711,6074.817,6047.2042,-19.6055,-0.3242,855817076,6606564222.28
2020-06-03,'399986,中证银行,6047.2042,6139.8362,6046.0465,6070.3117,6040.6832,6.521,0.108,1394017347,11682217795.1
2020-06-02,'399986,中证银行,6040.6832,6057.7755,5988.8061,5988.8061,6006.0628,34.6204,0.5764,1269008653,10105435129.8
2020-06-01,'399986,中证银行,6006.0628,6011.5061,5951.5805,5951.5805,5923.9312,82.1316,1.3864,1188258427,9955036943.25
2020-05-29,'399986,中证银行,5923.9312,5941.7358,5913.4661,5933.23,5961.2018,-37.2706,-0.6252,1042689022,7878849479.36
2020-05-28,'399986,中证银行,5961.2018,5992.1597,5890.9614,5894.5825,5884.7056,76.4962,1.2999,1389210211,11445416408.5
2020-05-27,'399986,中证银行,5884.7056,5914.6618,5852.2235,5865.8114,5856.3031,28.4025,0.485,1079644799,7616960538.89
2020-05-26,'399986,中证银行,5856.3031,5864.5586,5842.5224,5859.0899,5841.6391,14.664,0.251,766144006,5802206517.52
2020-05-25,'399986,中证银行,5841.6391,5873.4183,5818.0927,5873.4183,5842.5158,-0.8767,-0.015,861874293,6686215249.5
2020-05-22,'399986,中证银行,5842.5158,5942.1463,5842.5158,5937.2957,5948.7488,-106.233,-1.7858,1215620408,9330930783.22
2020-05-21,'399986,中证银行,5948.7488,5993.9865,5945.3388,5982.1216,5966.1259,-17.3771,-0.2913,839342199,7098172140.55
2020-05-20,'399986,中证银行,5966.1259,5986.0448,5912.1717,5937.1693,5937.5291,28.5968,0.4816,1036772505,8366715801.16
2020-05-19,'399986,中证银行,5937.5291,5958.9864,5928.1819,5958.3354,5898.8646,38.6645,0.6555,936751918,7095506855.52
2020-05-18,'399986,中证银行,5898.8646,5931.0321,5874.4058,5886.2635,5892.4974,6.3672,0.1081,884903644,7072424381.24
2020-05-15,'399986,中证银行,5892.4974,5932.5521,5884.8745,5924.2607,5897.3512,-4.8538,-0.0823,868600490,7029356302.56
2020-05-14,'399986,中证银行,5897.3512,5942.461,5890.8508,5942.461,5960.3184,-62.9672,-1.0564,871815083,7717110521.65
2020-05-13,'399986,中证银行,5960.3184,5964.7635,5922.942,5951.3868,5964.5701,-4.2517,-0.0713,847531301,6751195123.84
2020-05-12,'399986,中证银行,5964.5701,6023.1115,5957.8392,6010.6202,6010.0401,-45.47,-0.7566,930250271,7429223362.26
2020-05-11,'399986,中证银行,6010.0401,6057.2387,6003.6486,6012.3921,6012.6726,-2.6325,-0.0438,1116903927,8517480921.77
2020-05-08,'399986,中证银行,6012.6726,6030.4293,5969.2227,5984.5989,5954.332,58.3406,0.9798,1246297623,9701880610.64
2020-05-07,'399986,中证银行,5954.332,5985.4786,5945.3868,5985.4786,5986.8479,-32.5159,-0.5431,1091749779,8127599811.61
2020-05-06,'399986,中证银行,5986.8479,5998.4476,5939.252,5972.527,6051.1526,-64.3047,-1.0627,1628224346,12151637609.0
2020-04-30,'399986,中证银行,6051.1526,6125.8316,6045.2672,6045.7331,6035.5688,15.5838,0.2582,1519636694,12554981147.5
2020-04-29,'399986,中证银行,6035.5688,6035.5688,5893.8177,5895.6187,5895.1891,140.3797,2.3813,1816781867,14562560344.1
2020-04-28,'399986,中证银行,5895.1891,5903.4247,5829.9806,5888.9407,5881.5548,13.6343,0.2318,1376284841,9881975536.38
2020-04-27,'399986,中证银行,5881.5548,5913.8652,5794.9797,5795.4288,5775.3803,106.1745,1.8384,1641653238,13152299712.7
2020-04-24,'399986,中证银行,5775.3803,5794.2385,5760.5456,5794.1731,5794.099,-18.7187,-0.3231,881718995,6281654397.9
2020-04-23,'399986,中证银行,5794.099,5823.9246,5786.2467,5821.5095,5814.6013,-20.5023,-0.3526,1129892181,7494180919.04
2020-04-22,'399986,中证银行,5814.6013,5816.1556,5784.5657,5807.7029,5818.9738,-4.3725,-0.0751,1017307641,7397304092.06
2020-04-21,'399986,中证银行,5818.9738,5857.746,5804.6526,5843.0008,5841.2672,-22.2934,-0.3817,1186662344,9641441074.29
2020-04-20,'399986,中证银行,5841.2672,5859.295,5820.9677,5854.9783,5859.8955,-18.6283,-0.3179,1086955733,8434040385.19
2020-04-17,'399986,中证银行,5859.8955,5888.5651,5818.9604,5841.5761,5813.4529,46.4426,0.7989,1384716640,11678409184.9
2020-04-16,'399986,中证银行,5813.4529,5819.3443,5789.4469,5802.3295,5829.0182,-15.5653,-0.267,907757012,6924536274.91
2020-04-15,'399986,中证银行,5829.0182,5853.4736,5820.5528,5850.1756,5860.5643,-31.5461,-0.5383,853687863,6417670265.69
2020-04-14,'399986,中证银行,5860.5643,5861.2287,5806.6623,5816.3331,5792.8764,67.6879,1.1685,997160807,7938723978.37
2020-04-13,'399986,中证银行,5792.8764,5815.2899,5787.0131,5809.2475,5835.1735,-42.2971,-0.7249,830198483,5837129657.17
2020-04-10,'399986,中证银行,5835.1735,5866.3793,5818.0865,5848.4743,5836.8869,-1.7134,-0.0294,974327707,7701804790.36
2020-04-09,'399986,中证银行,5836.8869,5863.1033,5833.2771,5858.457,5837.9605,-1.0736,-0.0184,807445716,6128701329.52
2020-04-08,'399986,中证银行,5837.9605,5862.0057,5827.8477,5855.776,5871.7067,-33.7462,-0.5747,1039295238,8049560657.56
2020-04-07,'399986,中证银行,5871.7067,5893.4574,5856.9181,5885.2569,5804.1081,67.5986,1.1647,1459858464,11085766674.7
2020-04-03,'399986,中证银行,5804.1081,5828.8616,5785.1713,5812.5856,5842.6605,-38.5524,-0.6598,1042001532,7681126883.37
2020-04-02,'399986,中证银行,5842.6605,5842.6605,5774.2539,5774.2591,5804.8271,37.8334,0.6518,1033020690,7488367819.12
2020-04-01,'399986,中证银行,5804.8271,5870.7459,5800.3188,5807.5816,5808.1768,-3.3497,-0.0577,1060332018,7856967272.58
2020-03-31,'399986,中证银行,5808.1768,5919.3161,5803.2942,5908.5993,5873.1068,-64.93,-1.1055,1310191848,9205300325.14
2020-03-30,'399986,中证银行,5873.1068,5887.3174,5817.3608,5830.5088,5893.7762,-20.6694,-0.3507,1460931647,10291473710.2
2020-03-27,'399986,中证银行,5893.7762,5944.8939,5883.5692,5924.1636,5874.6081,19.1681,0.3263,1345312474,10101709911.2
2020-03-26,'399986,中证银行,5874.6081,5948.1834,5796.8782,5803.7018,5838.9803,35.6278,0.6102,1613542426,12933607951.4
2020-03-25,'399986,中证银行,5838.9803,5864.2828,5799.5362,5835.0657,5741.567,97.4133,1.6966,1708143909,13534304068.2
2020-03-24,'399986,中证银行,5741.567,5747.7793,5667.9209,5685.9802,5596.61,144.957,2.5901,1696962376,13007236367.7
2020-03-23,'399986,中证银行,5596.61,5650.3296,5585.3704,5610.9726,5726.6494,-130.0394,-2.2708,1571823211,12377174090.2
2020-03-20,'399986,中证银行,5726.6494,5759.5421,5635.3499,5659.0884,5601.7051,124.9443,2.2305,1983874276,16557941642.0
2020-03-19,'399986,中证银行,5601.7051,5756.3716,5552.9494,5736.2564,5764.463,-162.7579,-2.8235,2557340672,20694398811.8
2020-03-18,'399986,中证银行,5764.463,5944.7685,5762.4678,5916.5319,5901.2294,-136.7664,-2.3176,1862920259,14486683184.3
2020-03-17,'399986,中证银行,5901.2294,5991.8411,5830.2723,5918.8984,5913.8624,-12.633,-0.2136,2148891286,15867882832.0
2020-03-16,'399986,中证银行,5913.8624,6090.8966,5913.4566,6090.8966,6091.8804,-178.018,-2.9222,2571033705,19906598647.0
2020-03-13,'399986,中证银行,6091.8804,6108.9809,5948.0418,5970.214,6151.9198,-60.0394,-0.9759,2771620922,21119968157.5
2020-03-12,'399986,中证银行,6151.9198,6197.307,6132.1643,6172.3184,6185.3238,-33.404,-0.5401,1841966501,14126236789.5
2020-03-11,'399986,中证银行,6185.3238,6262.9299,6185.3238,6247.7904,6240.1005,-54.7767,-0.8778,1546729842,12015405229.1
2020-03-10,'399986,中证银行,6240.1005,6260.2445,6145.8145,6145.8145,6172.0123,68.0882,1.1032,2054862042,16034343851.5
2020-03-09,'399986,中证银行,6172.0123,6249.7863,6163.5929,6249.565,6332.7162,-160.7039,-2.5377,2530161370,20098511472.2
2020-03-06,'399986,中证银行,6332.7162,6395.8668,6328.9736,6378.5429,6432.4387,-99.7225,-1.5503,1888905163,15432806179.3
2020-03-05,'399986,中证银行,6432.4387,6439.3926,6276.4607,6295.4343,6268.2912,164.1475,2.6187,3165268476,27319584459.3
2020-03-04,'399986,中证银行,6268.2912,6275.4842,6229.5683,6244.472,6256.1195,12.1717,0.1946,1292595317,10874389059.0
2020-03-03,'399986,中证银行,6256.1195,6297.7319,6245.3863,6277.71,6243.4265,12.693,0.2033,1820737006,14506598412.0
2020-03-02,'399986,中证银行,6243.4265,6256.9364,6149.7586,6149.7586,6129.8267,113.5998,1.8532,1797846129,14929500004.4
2020-02-28,'399986,中证银行,6129.8267,6266.9297,6129.8267,6233.0804,6297.0678,-167.2411,-2.6559,2302830693,17696182632.8
2020-02-27,'399986,中证银行,6297.0678,6310.8188,6262.6438,6262.786,6267.2546,29.8132,0.4757,1601962939,12958680778.8
2020-02-26,'399986,中证银行,6267.2546,6312.7711,6185.9987,6196.4355,6244.7744,22.4802,0.36,2088099121,16531961807.7
2020-02-25,'399986,中证银行,6244.7744,6276.5311,6206.7089,6248.6064,6307.2004,-62.426,-0.9898,1899583118,15676773940.2
2020-02-24,'399986,中证银行,6307.2004,6380.0789,6302.9719,6359.4505,6382.3043,-75.1039,-1.1768,1761321262,14881592914.3
2020-02-21,'399986,中证银行,6382.3043,6423.507,6354.0965,6378.8449,6403.1898,-20.8855,-0.3262,1763678483,14605319162.6
2020-02-20,'399986,中证银行,6403.1898,6412.2373,6292.8386,6333.0833,6323.1517,80.0381,1.2658,2099643417,16716296727.4
2020-02-19,'399986,中证银行,6323.1517,6368.2347,6310.013,6317.0078,6324.6354,-1.4837,-0.0235,1407523931,10879198505.7
2020-02-18,'399986,中证银行,6324.6354,6370.7192,6314.835,6363.7545,6389.02,-64.3846,-1.0077,1456630233,11903815630.9
2020-02-17,'399986,中证银行,6389.02,6389.7788,6262.3356,6274.323,6277.2655,111.7545,1.7803,1877782193,15641041065.5
2020-02-14,'399986,中证银行,6277.2655,6285.9653,6214.3045,6214.9731,6221.7732,55.4923,0.8919,1163179172,10247762060.8
2020-02-13,'399986,中证银行,6221.7732,6272.8445,6220.1446,6260.5912,6272.3997,-50.6265,-0.8071,1283469831,10377314388.5
2020-02-12,'399986,中证银行,6272.3997,6272.5849,6225.7198,6255.7085,6260.9421,11.4576,0.183,1331540244,10716371825.5
2020-02-11,'399986,中证银行,6260.9421,6281.3517,6207.9042,6217.092,6196.4539,64.4882,1.0407,1710696451,13895899769.4
2020-02-10,'399986,中证银行,6196.4539,6206.3203,6162.0178,6182.7039,6222.8402,-26.3863,-0.424,1432506876,11852463867.9
2020-02-07,'399986,中证银行,6222.8402,6222.8402,6155.2133,6195.8433,6248.9392,-26.099,-0.4177,1620590408,13096312832.2
2020-02-06,'399986,中证银行,6248.9392,6269.6213,6174.682,6237.2616,6206.7339,42.2053,0.68,1948843770,15511226220.6
2020-02-05,'399986,中证银行,6206.7339,6248.3628,6155.0341,6213.2594,6210.1956,-3.4617,-0.0557,1971688717,16410143773.4
2020-02-04,'399986,中证银行,6210.1956,6219.2946,6083.7393,6083.7393,6082.7205,127.4751,2.0957,2704870871,21612005449.5
2020-02-03,'399986,中证银行,6082.7205,6184.0973,5959.7489,5959.7489,6514.4109,-431.6904,-6.6267,3653936202,27511834021.8
2020-01-23,'399986,中证银行,6514.4109,6641.1969,6486.7616,6641.1969,6675.7951,-161.3842,-2.4175,2095270531,17590149856.4
2020-01-22,'399986,中证银行,6675.7951,6685.2623,6601.9964,6654.0972,6679.5025,-3.7074,-0.0555,1410430425,11923963254.1
2020-01-21,'399986,中证银行,6679.5025,6747.3301,6674.9497,6746.6567,6775.327,-95.8245,-1.4143,1459809196,11985823219.1
2020-01-20,'399986,中证银行,6775.327,6783.6487,6743.2027,6753.0287,6741.0193,34.3077,0.5089,1048425621,9986560686.42
2020-01-17,'399986,中证银行,6741.0193,6781.0465,6726.1176,6751.4762,6740.8318,0.1875,0.0028,1008798285,8942355184.34
2020-01-16,'399986,中证银行,6740.8318,6801.8028,6728.7995,6797.1453,6786.2505,-45.4187,-0.6693,1461280652,12484715119.8
2020-01-15,'399986,中证银行,6786.2505,6867.3972,6780.3575,6861.6307,6860.7244,-74.4739,-1.0855,1120881816,10480568520.9
2020-01-14,'399986,中证银行,6860.7244,6937.8983,6855.542,6885.0142,6878.1595,-17.4351,-0.2535,1355395424,12105038198.7
2020-01-13,'399986,中证银行,6878.1595,6880.136,6820.2765,6865.1135,6859.4666,18.6929,0.2725,1299877997,11459159337.3
2020-01-10,'399986,中证银行,6859.4666,6876.9702,6835.9765,6866.0993,6860.4504,-0.9838,-0.0143,996193409,8340117681.53
2020-01-09,'399986,中证银行,6860.4504,6888.8547,6835.0289,6873.5369,6824.863,35.5874,0.5214,1336908952,11363557382.2
2020-01-08,'399986,中证银行,6824.863,6899.0261,6819.006,6899.0261,6936.3562,-111.4932,-1.6074,1560933492,13109880800.1
2020-01-07,'399986,中证银行,6936.3562,6984.7792,6915.1074,6927.737,6904.0175,32.3387,0.4684,1615568948,12512220059.0
2020-01-06,'399986,中证银行,6904.0175,6979.9967,6876.8746,6919.5158,6951.823,-47.8055,-0.6877,1903123804,15458509345.0
2020-01-03,'399986,中证银行,6951.823,6971.4176,6937.1668,6946.832,6934.3549,17.4681,0.2519,1520421372,13632992933.4
2020-01-02,'399986,中证银行,6934.3549,6985.2906,6892.4407,6892.4407,6824.5096,109.8453,1.6096,2361976454,21334801687.5
2019-12-31,'399986,中证银行,6824.5096,6827.7065,6782.6577,6818.3085,6828.2667,-3.7571,-0.055,1350596989,11202396557.4
2019-12-30,'399986,中证银行,6828.2667,6829.3026,6729.3748,6795.3944,6834.0722,-5.8055,-0.0849,1882181363,15883920039.4
2019-12-27,'399986,中证银行,6834.0722,6899.1159,6812.9506,6817.7435,6825.8713,8.2009,0.1201,1617429956,13305842706.2
2019-12-26,'399986,中证银行,6825.8713,6825.8713,6773.4787,6776.0763,6775.5038,50.3675,0.7434,945191780,7303223081.3
2019-12-25,'399986,中证银行,6775.5038,6808.8016,6755.5942,6805.8605,6806.544,-31.0402,-0.456,880964388,7346275779.49
2019-12-24,'399986,中证银行,6806.544,6824.2745,6774.2807,6774.2807,6766.4251,40.1189,0.5929,859062931,7779854809.77
2019-12-23,'399986,中证银行,6766.4251,6865.8261,6760.0473,6860.7408,6842.8179,-76.3928,-1.1164,1522811946,12222765005.2
2019-12-20,'399986,中证银行,6842.8179,6888.6403,6829.782,6844.9724,6842.1178,0.7001,0.0102,1549128762,12255042340.8
2019-12-19,'399986,中证银行,6842.1178,6883.4818,6825.3623,6836.3346,6831.3086,10.8092,0.1582,1422214191,11444233179.2
2019-12-18,'399986,中证银行,6831.3086,6874.1995,6811.6387,6811.6387,6824.4542,6.8544,0.1004,1702452937,14209042848.2
2019-12-17,'399986,中证银行,6824.4542,6877.0794,6703.5,6728.1184,6730.2443,94.2099,1.3998,2528021701,20551734859.0
2019-12-16,'399986,中证银行,6730.2443,6733.6519,6697.7977,6733.6519,6747.001,-16.7567,-0.2484,1461572210,12217199916.3
2019-12-13,'399986,中证银行,6747.001,6747.001,6657.2314,6668.5898,6617.2588,129.7422,1.9607,1877266845,15785740740.8
2019-12-12,'399986,中证银行,6617.2588,6640.9066,6603.5197,6640.9066,6634.2389,-16.9801,-0.2559,1003696786,7735298371.35
