日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-06-22,'000015,红利指数,2405.7438,2423.2603,2403.5261,2419.3976,2419.5175,-13.7737,-0.5693,,17532835,12589645842.0,,
2020-06-19,'000015,红利指数,2419.5175,2424.3233,2409.1829,2420.4553,2428.0483,-8.5308,-0.3513,,22725532,16026468556.0,,
2020-06-18,'000015,红利指数,2428.0483,2431.2783,2399.1726,2401.9319,2412.5264,15.5219,0.6434,,24031938,14909989250.0,,
2020-06-17,'000015,红利指数,2412.5264,2417.2557,2400.9819,2406.7196,2405.4172,7.1092,0.2955,,17920942,12029384082.0,,
2020-06-16,'000015,红利指数,2405.4172,2405.4286,2379.326,2383.2802,2368.909,36.5082,1.5411,,15672509,11115730280.0,,
2020-06-15,'000015,红利指数,2368.909,2389.4106,2368.909,2378.2136,2396.6764,-27.7674,-1.1586,,18624224,12617997983.0,,
2020-06-12,'000015,红利指数,2396.6764,2398.4912,2362.6747,2366.4516,2396.4089,0.2675,0.0112,,21113278,15280107613.0,,
2020-06-11,'000015,红利指数,2396.4089,2419.7655,2393.2069,2417.2112,2417.635,-21.2261,-0.878,,16728099,13511259046.0,,
2020-06-10,'000015,红利指数,2417.635,2428.9713,2413.4367,2428.9713,2433.7591,-16.1241,-0.6625,,13936810,12015997716.0,,
2020-06-09,'000015,红利指数,2433.7591,2434.6041,2424.981,2432.8051,2428.4181,5.341,0.2199,,13643842,10969039873.0,,
2020-06-08,'000015,红利指数,2428.4181,2431.715,2417.6731,2417.6731,2413.1219,15.2962,0.6339,,15982694,12415681492.0,,
2020-06-05,'000015,红利指数,2413.1219,2433.4769,2403.1997,2433.4769,2432.784,-19.6621,-0.8082,,13208752,10260671581.0,,
2020-06-04,'000015,红利指数,2432.784,2445.4092,2425.1757,2445.2019,2425.4215,7.3625,0.3036,,13172827,10956113037.0,,
2020-06-03,'000015,红利指数,2425.4215,2440.6515,2424.4996,2425.8125,2422.4598,2.9617,0.1223,,17129225,13255399992.0,,
2020-06-02,'000015,红利指数,2422.4598,2422.4598,2405.4069,2408.897,2409.3278,13.132,0.545,,14934004,11726297747.0,,
2020-06-01,'000015,红利指数,2409.3278,2412.0022,2371.6321,2371.6321,2364.2334,45.0944,1.9074,,15361435,12708097097.0,,
2020-05-29,'000015,红利指数,2364.2334,2377.2457,2359.9029,2377.2457,2387.6269,-23.3935,-0.9798,,13527629,10063782922.0,,
2020-05-28,'000015,红利指数,2387.6269,2393.6266,2370.6596,2382.7514,2391.9783,-4.3514,-0.1819,,14537144,10674507565.0,,
2020-05-27,'000015,红利指数,2391.9783,2396.1182,2373.5462,2378.1284,2376.3223,15.656,0.6588,,13389058,9189780332.0,,
2020-05-26,'000015,红利指数,2376.3223,2378.3838,2368.1656,2371.4772,2367.028,9.2943,0.3927,,9607223,7450200478.0,,
2020-05-25,'000015,红利指数,2367.028,2367.1888,2349.8865,2360.8082,2357.2576,9.7704,0.4145,,10231856,8027961002.0,,
2020-05-22,'000015,红利指数,2357.2576,2395.9399,2356.8234,2395.5375,2401.4948,-44.2372,-1.8421,,13832860,10431227946.0,,
2020-05-21,'000015,红利指数,2401.4948,2422.5441,2400.1283,2419.8648,2413.1164,-11.6216,-0.4816,,9963379,8044104120.0,,
2020-05-20,'000015,红利指数,2413.1164,2428.4793,2408.2226,2428.4793,2430.7013,-17.5849,-0.7234,,10017866,8638323678.0,,
2020-05-19,'000015,红利指数,2430.7013,2441.6438,2426.6538,2436.7313,2418.3815,12.3198,0.5094,,11719901,9527616375.0,,
2020-05-18,'000015,红利指数,2418.3815,2432.9324,2412.5144,2424.045,2419.776,-1.3945,-0.0576,,11185594,9391454011.0,,
2020-05-15,'000015,红利指数,2419.776,2437.4921,2418.3902,2433.4712,2426.7698,-6.9938,-0.2882,,10591724,9206871658.0,,
2020-05-14,'000015,红利指数,2426.7698,2446.8648,2425.0988,2446.8137,2452.4526,-25.6828,-1.0472,,10588420,9914155483.0,,
2020-05-13,'000015,红利指数,2452.4526,2453.7481,2432.0588,2442.1401,2451.2028,1.2498,0.051,,10610732,8423606753.0,,
2020-05-12,'000015,红利指数,2451.2028,2467.0479,2441.8604,2465.8521,2465.5094,-14.3066,-0.5803,,11084409,9142123649.0,,
2020-05-11,'000015,红利指数,2465.5094,2480.5108,2458.5287,2471.9538,2467.143,-1.6336,-0.0662,,13678262,11905205451.0,,
2020-05-08,'000015,红利指数,2467.143,2472.6054,2454.5629,2457.908,2453.7237,13.4193,0.5469,,13619601,11229717440.0,,
2020-05-07,'000015,红利指数,2453.7237,2456.6404,2436.7089,2445.3422,2447.7081,6.0156,0.2458,,14355090,11826885262.0,,
2020-05-06,'000015,红利指数,2447.7081,2450.7837,2426.4636,2427.2707,2451.3119,-3.6038,-0.147,,18767262,15485456281.0,,
2020-04-30,'000015,红利指数,2451.3119,2453.1991,2417.8252,2417.8252,2414.5526,36.7593,1.5224,,16521305,12848697005.0,,
2020-04-29,'000015,红利指数,2414.5526,2414.5526,2375.8556,2376.272,2378.6058,35.9468,1.5113,,16364623,12539462199.0,,
2020-04-28,'000015,红利指数,2378.6058,2394.1061,2341.6979,2393.3839,2392.8379,-14.2321,-0.5948,,14707525,10665862410.0,,
2020-04-27,'000015,红利指数,2392.8379,2403.734,2384.7969,2385.7991,2382.5911,10.2468,0.4301,,13430952,9892166173.0,,
2020-04-24,'000015,红利指数,2382.5911,2401.9004,2377.1401,2400.5507,2400.7811,-18.19,-0.7577,,10113132,8076198413.0,,
2020-04-23,'000015,红利指数,2400.7811,2416.0753,2399.5991,2415.5467,2410.4044,-9.6233,-0.3992,,13523072,9757217355.0,,
2020-04-22,'000015,红利指数,2410.4044,2410.8281,2389.1376,2397.5413,2405.9557,4.4487,0.1849,,10736552,8041073054.0,,
2020-04-21,'000015,红利指数,2405.9557,2419.1925,2392.0281,2418.9383,2426.4494,-20.4937,-0.8446,,12609108,10004351116.0,,
2020-04-20,'000015,红利指数,2426.4494,2427.524,2413.0239,2426.349,2423.8204,2.629,0.1085,,13150879,10715106974.0,,
2020-04-17,'000015,红利指数,2423.8204,2436.4366,2419.3136,2424.6156,2414.5978,9.2226,0.382,,15211062,11805554503.0,,
2020-04-16,'000015,红利指数,2414.5978,2421.0328,2405.9793,2412.2409,2419.2541,-4.6563,-0.1925,,10626423,8432149247.0,,
2020-04-15,'000015,红利指数,2419.2541,2433.9148,2417.2019,2433.278,2433.0469,-13.7928,-0.5669,,10655988,8886433263.0,,
2020-04-14,'000015,红利指数,2433.0469,2433.307,2413.2241,2413.2483,2408.8406,24.2063,1.0049,,12094814,10113134147.0,,
2020-04-13,'000015,红利指数,2408.8406,2411.3883,2397.5039,2406.7775,2414.74,-5.8994,-0.2443,,10483756,8350464119.0,,
2020-04-10,'000015,红利指数,2414.74,2443.3687,2410.3424,2440.8201,2439.1605,-24.4205,-1.0012,,11623439,9360980451.0,,
2020-04-09,'000015,红利指数,2439.1605,2448.4347,2432.5288,2441.0632,2432.9308,6.2297,0.2561,,10214709,8185343338.0,,
2020-04-08,'000015,红利指数,2432.9308,2438.7726,2417.9115,2428.1072,2436.4952,-3.5644,-0.1463,,13183808,10146850482.0,,
2020-04-07,'000015,红利指数,2436.4952,2441.296,2421.7629,2427.431,2399.9063,36.5889,1.5246,,17175940,14919902937.0,,
2020-04-03,'000015,红利指数,2399.9063,2413.8154,2391.9686,2406.7214,2413.143,-13.2367,-0.5485,,12079191,8657629472.0,,
2020-04-02,'000015,红利指数,2413.143,2413.143,2367.3101,2370.3475,2379.588,33.555,1.4101,,13812445,10017795528.0,,
2020-04-01,'000015,红利指数,2379.588,2412.7262,2377.4223,2391.944,2396.4396,-16.8516,-0.7032,,12654750,10246616499.0,,
2020-03-31,'000015,红利指数,2396.4396,2419.9208,2390.6328,2417.2233,2399.8856,-3.446,-0.1436,,15792271,11685018945.0,,
2020-03-30,'000015,红利指数,2399.8856,2413.0429,2382.1111,2401.4151,2423.2269,-23.3413,-0.9632,,16865411,13697844010.0,,
2020-03-27,'000015,红利指数,2423.2269,2448.82,2420.4949,2429.8765,2408.625,14.6019,0.6062,,15697542,12772451510.0,,
2020-03-26,'000015,红利指数,2408.625,2425.7509,2406.8088,2417.2393,2433.14,-24.515,-1.0075,,15233044,12722259929.0,,
2020-03-25,'000015,红利指数,2433.14,2437.182,2405.7104,2416.7646,2375.1482,57.9918,2.4416,,18840987,16358805242.0,,
2020-03-24,'000015,红利指数,2375.1482,2377.4977,2335.7027,2354.3053,2321.8496,53.2986,2.2955,,17990892,14886404991.0,,
2020-03-23,'000015,红利指数,2321.8496,2355.5993,2320.9402,2350.9359,2400.1544,-78.3048,-3.2625,,17047722,13941877651.0,,
2020-03-20,'000015,红利指数,2400.1544,2407.8937,2369.3115,2397.7135,2375.5311,24.6233,1.0365,,19401512,15541882087.0,,
2020-03-19,'000015,红利指数,2375.5311,2417.4836,2341.2448,2404.9052,2411.7879,-36.2568,-1.5033,,26093005,20719813548.0,,
2020-03-18,'000015,红利指数,2411.7879,2476.8078,2411.6658,2464.23,2451.0349,-39.247,-1.6012,,20330865,16399946504.0,,
2020-03-17,'000015,红利指数,2451.0349,2492.7648,2409.633,2465.5786,2464.5346,-13.4997,-0.5478,,22768333,17546538827.0,,
2020-03-16,'000015,红利指数,2464.5346,2539.1467,2459.3523,2538.834,2528.1069,-63.5723,-2.5146,,25912099,19684508818.0,,
2020-03-13,'000015,红利指数,2528.1069,2546.5444,2465.5661,2475.3599,2574.5091,-46.4022,-1.8024,,27069474,20094238361.0,,
2020-03-12,'000015,红利指数,2574.5091,2593.3194,2562.7341,2582.4413,2609.9967,-35.4876,-1.3597,,21045625,15558179737.0,,
2020-03-11,'000015,红利指数,2609.9967,2644.8434,2609.8697,2632.4966,2631.2195,-21.2228,-0.8066,,19269878,14770665281.0,,
2020-03-10,'000015,红利指数,2631.2195,2636.1737,2567.6748,2572.6211,2591.0869,40.1326,1.5489,,24743376,19518048743.0,,
2020-03-09,'000015,红利指数,2591.0869,2621.457,2588.4329,2621.457,2658.7995,-67.7126,-2.5467,,30653440,22778268727.0,,
2020-03-06,'000015,红利指数,2658.7995,2669.8838,2650.0033,2663.7346,2690.0524,-31.2529,-1.1618,,19879257,16579590607.0,,
2020-03-05,'000015,红利指数,2690.0524,2695.2159,2668.7011,2678.6734,2665.8448,24.2076,0.9081,,28263094,22640377999.0,,
2020-03-04,'000015,红利指数,2665.8448,2666.4905,2625.4578,2629.02,2640.2072,25.6376,0.971,,19227659,17719550630.0,,
2020-03-03,'000015,红利指数,2640.2072,2669.8881,2626.2638,2663.4296,2636.954,3.2532,0.1234,,23492933,22407407781.0,,
2020-03-02,'000015,红利指数,2636.954,2642.7244,2562.255,2562.255,2549.5314,87.4226,3.429,,24712457,24541355243.0,,
2020-02-28,'000015,红利指数,2549.5314,2593.2014,2538.1763,2565.7514,2627.9383,-78.4069,-2.9836,,27068064,22753262007.0,,
2020-02-27,'000015,红利指数,2627.9383,2650.6676,2622.0869,2638.209,2631.9924,-4.0541,-0.154,,18658883,17091050470.0,,
2020-02-26,'000015,红利指数,2631.9924,2664.0375,2593.9597,2596.83,2624.3474,7.645,0.2913,,27034280,23783103819.0,,
2020-02-25,'000015,红利指数,2624.3474,2628.495,2576.261,2618.7558,2656.8687,-32.5213,-1.224,,22357019,18636208115.0,,
2020-02-24,'000015,红利指数,2656.8687,2668.1307,2636.8405,2664.447,2676.0035,-19.1348,-0.7151,,20584431,18261313932.0,,
2020-02-21,'000015,红利指数,2676.0035,2687.0359,2654.5486,2659.4755,2660.527,15.4765,0.5817,,18996834,16613702839.0,,
2020-02-20,'000015,红利指数,2660.527,2663.5082,2615.8986,2625.7215,2621.7661,38.7609,1.4784,,21366188,17168569294.0,,
2020-02-19,'000015,红利指数,2621.7661,2635.2689,2612.7106,2615.8425,2621.5464,0.2197,0.0084,,16669306,13682100809.0,,
2020-02-18,'000015,红利指数,2621.5464,2636.8302,2606.9332,2622.9425,2625.8403,-4.2939,-0.1635,,17674314,15511667129.0,,
2020-02-17,'000015,红利指数,2625.8403,2626.0531,2572.7363,2573.6964,2576.2806,49.5597,1.9237,,20832421,17936064848.0,,
2020-02-14,'000015,红利指数,2576.2806,2576.3774,2553.6329,2555.1746,2559.2764,17.0042,0.6644,,14697907,12414754657.0,,
2020-02-13,'000015,红利指数,2559.2764,2581.9156,2557.5273,2571.5187,2575.3228,-16.0464,-0.6231,,16893689,14438519991.0,,
2020-02-12,'000015,红利指数,2575.3228,2575.783,2552.9715,2560.6568,2566.5888,8.734,0.3403,,14597375,12158117057.0,,
2020-02-11,'000015,红利指数,2566.5888,2582.0964,2549.8104,2559.3888,2556.2633,10.3255,0.4039,,20457364,16309220928.0,,
2020-02-10,'000015,红利指数,2556.2633,2556.5596,2494.9769,2504.0998,2517.1171,39.1462,1.5552,,18959969,16328635891.0,,
2020-02-07,'000015,红利指数,2517.1171,2517.1171,2486.8809,2513.7153,2520.0126,-2.8955,-0.1149,,18112823,14193942709.0,,
2020-02-06,'000015,红利指数,2520.0126,2525.0535,2484.7898,2503.1269,2500.7934,19.2192,0.7685,,21365986,17199069891.0,,
2020-02-05,'000015,红利指数,2500.7934,2525.8361,2467.7133,2477.0927,2473.1321,27.6613,1.1185,,22155585,18068831887.0,,
2020-02-04,'000015,红利指数,2473.1321,2474.3842,2375.5517,2375.5517,2429.5522,43.5799,1.7937,,29610656,22544319671.0,,
2020-02-03,'000015,红利指数,2429.5522,2446.0978,2408.4826,2408.4826,2657.8819,-228.3297,-8.5907,,36955290,28310162904.0,,
2020-01-23,'000015,红利指数,2657.8819,2717.323,2643.6794,2714.372,2732.3701,-74.4882,-2.7261,,21700935,18629529406.0,,
2020-01-22,'000015,红利指数,2732.3701,2738.8533,2689.4648,2718.466,2728.502,3.8681,0.1418,,16036370,14735081117.0,,
2020-01-21,'000015,红利指数,2728.502,2773.2871,2727.1704,2773.2871,2782.9431,-54.4411,-1.9562,,17566710,16270091750.0,,
2020-01-20,'000015,红利指数,2782.9431,2785.9871,2766.5795,2779.8068,2781.8478,1.0953,0.0394,,13480202,13717609487.0,,
2020-01-17,'000015,红利指数,2781.8478,2800.9218,2775.3285,2798.9762,2780.4495,1.3983,0.0503,,12881518,12158919113.0,,
2020-01-16,'000015,红利指数,2780.4495,2803.2977,2779.6638,2803.0547,2788.1808,-7.7313,-0.2773,,15659781,13449093808.0,,
2020-01-15,'000015,红利指数,2788.1808,2805.6896,2782.6373,2804.864,2801.5876,-13.4068,-0.4785,,12686335,11545602754.0,,
2020-01-14,'000015,红利指数,2801.5876,2814.0657,2799.5839,2804.5348,2800.8594,0.7282,0.026,,15187258,14254923230.0,,
2020-01-13,'000015,红利指数,2800.8594,2800.8594,2774.7526,2785.9835,2785.9094,14.95,0.5366,,16059329,15313014214.0,,
2020-01-10,'000015,红利指数,2785.9094,2804.2673,2772.4374,2801.8332,2798.6167,-12.7073,-0.4541,,13607566,12960786343.0,,
2020-01-09,'000015,红利指数,2798.6167,2798.7419,2783.2032,2788.9452,2772.291,26.3257,0.9496,,18138836,17563183566.0,,
2020-01-08,'000015,红利指数,2772.291,2791.488,2765.0318,2787.9155,2794.1226,-21.8316,-0.7813,,19288382,17417160626.0,,
2020-01-07,'000015,红利指数,2794.1226,2794.563,2774.842,2777.4137,2775.5672,18.5554,0.6685,,19432393,15557037616.0,,
2020-01-06,'000015,红利指数,2775.5672,2798.4908,2765.0621,2771.5987,2779.4548,-3.8876,-0.1399,,24379833,21629127995.0,,
2020-01-03,'000015,红利指数,2779.4548,2788.2515,2767.8751,2785.8705,2781.7144,-2.2596,-0.0812,,17348205,15440810407.0,,
2020-01-02,'000015,红利指数,2781.7144,2793.4828,2770.1162,2770.1162,2751.4229,30.2915,1.1009,,24597885,22044129538.0,,
2019-12-31,'000015,红利指数,2751.4229,2754.2219,2727.1902,2733.7096,2738.5283,12.8946,0.4709,,16797866,14508684287.0,,
2019-12-30,'000015,红利指数,2738.5283,2738.5283,2703.1726,2706.6385,2709.1951,29.3332,1.0827,,21359760,18320432722.0,,
2019-12-27,'000015,红利指数,2709.1951,2731.1661,2707.8044,2711.204,2713.0252,-3.8301,-0.1412,,17696830,14661653896.0,,
2019-12-26,'000015,红利指数,2713.0252,2713.1175,2680.1332,2681.3546,2679.6814,33.3438,1.2443,,12148429,11066754120.0,,
2019-12-25,'000015,红利指数,2679.6814,2684.0662,2668.312,2680.8674,2681.64,-1.9586,-0.073,,10033782,9278831301.0,,
2019-12-24,'000015,红利指数,2681.64,2683.8191,2661.9765,2671.6431,2669.4884,12.1516,0.4552,,9960301,8989550747.0,,
2019-12-23,'000015,红利指数,2669.4884,2706.226,2666.9104,2697.0052,2702.5815,-33.0931,-1.2245,,15505423,13383073477.0,,
2019-12-20,'000015,红利指数,2702.5815,2720.1755,2699.2749,2717.2546,2716.9226,-14.3411,-0.5278,,14681661,12322706280.0,,
