日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-10-16,'000849,300非银,12075.1113,12151.3486,12000.2159,12014.6592,11995.9235,79.1878,0.6601,,14190739,30954783191.0,,
2020-10-15,'000849,300非银,11995.9235,12173.3749,11984.6396,12014.1202,11999.8309,-3.9074,-0.0326,,14609027,33303575056.0,,
2020-10-14,'000849,300非银,11999.8309,12086.4435,11954.6006,12081.1409,12101.3463,-101.5154,-0.8389,,14138891,29424763819.0,,
2020-10-13,'000849,300非银,12101.3463,12122.4884,11959.6895,12062.8177,12162.7206,-61.3743,-0.5046,,21927577,42105202952.0,,
2020-10-12,'000849,300非银,12162.7206,12199.1516,11799.0883,11799.7803,11720.254,442.4666,3.7752,,29731260,59224194479.0,,
2020-10-09,'000849,300非银,11720.254,11770.1749,11666.7539,11681.38,11519.9049,200.3491,1.7392,,15902662,31944209574.0,,
2020-09-30,'000849,300非银,11519.9049,11690.4894,11462.7393,11661.0412,11633.4587,-113.5538,-0.9761,,15146759,28913450270.0,,
2020-09-29,'000849,300非银,11633.4587,11762.2285,11632.8526,11738.1584,11670.2923,-36.8336,-0.3156,,15896850,30597406642.0,,
2020-09-28,'000849,300非银,11670.2923,11749.4407,11617.7596,11617.7596,11653.5631,16.7292,0.1436,,15747063,27188667503.0,,
2020-09-25,'000849,300非银,11653.5631,11716.0362,11522.2727,11581.5458,11512.9342,140.6289,1.2215,,20710460,35719955064.0,,
2020-09-24,'000849,300非银,11512.9342,11701.8974,11511.3093,11608.4153,11669.2338,-156.2996,-1.3394,,16873363,33190206557.0,,
2020-09-23,'000849,300非银,11669.2338,11798.7898,11653.6458,11781.7099,11750.952,-81.7182,-0.6954,,17406252,31109674042.0,,
2020-09-22,'000849,300非银,11750.952,12055.3989,11721.7181,11740.0629,11876.2109,-125.2589,-1.0547,,27293584,49998604642.0,,
2020-09-21,'000849,300非银,11876.2109,12218.5243,11874.6949,12196.6787,12017.8475,-141.6366,-1.1786,,29789292,60525901361.0,,
2020-09-18,'000849,300非银,12017.8475,12051.2731,11432.2216,11439.0404,11413.2326,604.6149,5.2975,,34109230,75864061850.0,,
2020-09-17,'000849,300非银,11413.2326,11527.2879,11349.9702,11451.0196,11459.6522,-46.4196,-0.4051,,14305643,31550967894.0,,
2020-09-16,'000849,300非银,11459.6522,11604.8957,11425.616,11532.028,11569.8753,-110.2231,-0.9527,,12649409,28066948749.0,,
2020-09-15,'000849,300非银,11569.8753,11596.8484,11420.9588,11477.1238,11488.7108,81.1645,0.7065,,11699443,29099122427.0,,
2020-09-14,'000849,300非银,11488.7108,11531.9974,11419.8368,11475.9226,11427.3156,61.3952,0.5373,,12871551,28200644432.0,,
2020-09-11,'000849,300非银,11427.3156,11456.6866,11315.6287,11344.0496,11376.32,50.9956,0.4483,,15069831,29656614428.0,,
2020-09-10,'000849,300非银,11376.32,11610.3719,11375.9178,11586.2057,11485.3345,-109.0145,-0.9492,,19230423,38242541189.0,,
2020-09-09,'000849,300非银,11485.3345,11646.2106,11443.3017,11544.3191,11702.2492,-216.9147,-1.8536,,19039298,38563179992.0,,
2020-09-08,'000849,300非银,11702.2492,11761.6605,11467.2351,11501.7636,11426.9399,275.3093,2.4093,,21102817,45641001057.0,,
2020-09-07,'000849,300非银,11426.9399,11729.4739,11422.528,11644.6077,11665.8555,-238.9156,-2.048,,21645028,44661887463.0,,
2020-09-04,'000849,300非银,11665.8555,11698.3128,11596.2848,11597.861,11789.1629,-123.3074,-1.0459,,16794797,34847038849.0,,
2020-09-03,'000849,300非银,11789.1629,12017.8601,11752.7116,11881.0798,11888.4528,-99.2899,-0.8352,,21453999,45907352328.0,,
2020-09-02,'000849,300非银,11888.4528,11985.9837,11764.7071,11946.2479,11919.9519,-31.4991,-0.2643,,22895059,48429878953.0,,
2020-09-01,'000849,300非银,11919.9519,11919.9519,11797.0785,11819.6488,11870.8448,49.1071,0.4137,,18088624,36637664995.0,,
2020-08-31,'000849,300非银,11870.8448,12247.5019,11870.8448,12067.6617,12010.3544,-139.5096,-1.1616,,32105854,66089141208.0,,
2020-08-28,'000849,300非银,12010.3544,12039.4499,11627.4461,11678.7795,11699.8426,310.5118,2.654,,25820857,56441548282.0,,
2020-08-27,'000849,300非银,11699.8426,11741.6356,11579.78,11668.0905,11647.0322,52.8104,0.4534,,16641144,36057546477.0,,
2020-08-26,'000849,300非银,11647.0322,11932.6388,11636.7632,11880.9358,11909.8853,-262.8531,-2.207,,25311999,52871057460.0,,
2020-08-25,'000849,300非银,11909.8853,12092.8612,11867.5232,11933.1203,11898.9184,10.9669,0.0922,,22220889,49457591429.0,,
2020-08-24,'000849,300非银,11898.9184,12034.4186,11881.4338,12021.1461,11974.098,-75.1796,-0.6279,,18658969,38497040468.0,,
2020-08-21,'000849,300非银,11974.098,12004.6351,11819.5569,11915.0672,11841.8401,132.2579,1.1169,,21108329,41683020437.0,,
2020-08-20,'000849,300非银,11841.8401,11963.8109,11788.6943,11927.7043,12016.6061,-174.766,-1.4544,,21962569,43254298835.0,,
2020-08-19,'000849,300非银,12016.6061,12301.3713,12004.0166,12248.2089,12298.3142,-281.7081,-2.2906,,29078469,58777109633.0,,
2020-08-18,'000849,300非银,12298.3142,12399.8879,12209.2281,12360.6321,12375.0235,-76.7093,-0.6199,,32415015,66214051952.0,,
2020-08-17,'000849,300非银,12375.0235,12627.4141,11981.6402,11981.6402,11831.5094,543.5141,4.5938,,55174199,1.10840476838e+11,,
2020-08-14,'000849,300非银,11831.5094,11853.0661,11520.7603,11533.984,11587.8877,243.6217,2.1024,,21724895,44584769356.0,,
2020-08-13,'000849,300非银,11587.8877,11709.8604,11543.0097,11650.081,11592.5445,-4.6568,-0.0402,,21754740,43105695558.0,,
2020-08-12,'000849,300非银,11592.5445,11681.5921,11406.4404,11577.3586,11621.1118,-28.5673,-0.2458,,28654663,59355261260.0,,
2020-08-11,'000849,300非银,11621.1118,12057.9553,11603.1051,11900.681,11898.3694,-277.2576,-2.3302,,34195436,72145990002.0,,
2020-08-10,'000849,300非银,11898.3694,12065.8798,11610.1133,11632.0787,11755.2276,143.1418,1.2177,,37494781,80989979084.0,,
2020-08-07,'000849,300非银,11755.2276,12036.483,11563.1285,11863.9821,12062.5705,-307.3429,-2.5479,,43054733,84322796482.0,,
2020-08-06,'000849,300非银,12062.5705,12144.6038,11631.3242,11805.84,11801.2961,261.2744,2.2139,,41195458,77844348783.0,,
2020-08-05,'000849,300非银,11801.2961,11871.3289,11687.1792,11838.7877,11925.733,-124.4369,-1.0434,,28941856,54880122602.0,,
2020-08-04,'000849,300非银,11925.733,12056.3002,11745.9319,11857.8843,11822.4691,103.2639,0.8735,,40240890,76615958041.0,,
2020-08-03,'000849,300非银,11822.4691,11824.3285,11620.0244,11772.9776,11614.6562,207.8129,1.7892,,41852314,77483037509.0,,
2020-07-31,'000849,300非银,11614.6562,11806.66,11459.265,11490.5422,11506.697,107.9592,0.9382,,35346574,67161748936.0,,
2020-07-30,'000849,300非银,11506.697,11687.0015,11500.9291,11687.0015,11670.6342,-163.9372,-1.4047,,30573244,57152921674.0,,
2020-07-29,'000849,300非银,11670.6342,11715.4539,11235.6665,11264.9557,11312.428,358.2062,3.1665,,38058246,71564766098.0,,
2020-07-28,'000849,300非银,11312.428,11452.9068,11221.3487,11438.6333,11320.8996,-8.4716,-0.0748,,23026653,43401975323.0,,
2020-07-27,'000849,300非银,11320.8996,11424.4539,11136.9295,11374.9991,11332.3492,-11.4496,-0.101,,28887779,52824940653.0,,
2020-07-24,'000849,300非银,11332.3492,11887.7437,11248.3046,11848.4771,11933.0013,-600.6521,-5.0335,,46798734,88010684354.0,,
2020-07-23,'000849,300非银,11933.0013,12007.946,11638.5393,11793.8964,11970.876,-37.8747,-0.3164,,43969536,81847836020.0,,
2020-07-22,'000849,300非银,11970.876,12357.6929,11863.6753,11913.3995,11953.8081,17.0679,0.1428,,50023302,92550307127.0,,
2020-07-21,'000849,300非银,11953.8081,12250.7889,11883.9439,12250.7889,12155.0246,-201.2165,-1.6554,,39824662,76473593991.0,,
2020-07-20,'000849,300非银,12155.0246,12233.1705,11666.5074,11722.0773,11509.9378,645.0868,5.6046,,52012499,97051714848.0,,
2020-07-17,'000849,300非银,11509.9378,11873.8776,11353.7861,11845.1033,11738.6954,-228.7576,-1.9487,,48227851,87437316737.0,,
2020-07-16,'000849,300非银,11738.6954,12592.3927,11731.105,12378.3654,12357.2708,-618.5754,-5.0058,,59168004,1.1584360989e+11,,
2020-07-15,'000849,300非银,12357.2708,12761.7811,12347.4954,12715.1088,12590.635,-233.3642,-1.8535,,54573907,1.05506148466e+11,,
2020-07-14,'000849,300非银,12590.635,12715.9093,12367.289,12564.765,12660.4223,-69.7873,-0.5512,,56551844,1.0829860114e+11,,
2020-07-13,'000849,300非银,12660.4223,12909.4092,12339.5334,12444.1788,12514.7264,145.6959,1.1642,,72690160,1.3523977093e+11,,
2020-07-10,'000849,300非银,12514.7264,12876.4948,12476.1418,12757.0706,12965.953,-451.2266,-3.4801,,68078036,1.30013932606e+11,,
2020-07-09,'000849,300非银,12965.953,13172.0178,12671.9861,12811.2405,12893.055,72.898,0.5654,,77549590,1.49780557585e+11,,
2020-07-08,'000849,300非银,12893.055,13114.5905,12285.5024,12285.9629,12259.5707,633.4843,5.1673,,82450316,1.5513130826e+11,,
2020-07-07,'000849,300非银,12259.5707,12816.4931,12244.0286,12805.3257,12489.4993,-229.9286,-1.841,,85969588,1.64880141864e+11,,
2020-07-06,'000849,300非银,12489.4993,12516.5709,11776.5593,11776.5593,11454.6885,1034.8108,9.0339,,86924177,1.6344427605e+11,,
2020-07-03,'000849,300非银,11454.6885,11481.4132,10947.8844,10978.3306,10845.8041,608.8844,5.614,,80568061,1.35481448067e+11,,
2020-07-02,'000849,300非银,10845.8041,10890.4871,10255.3881,10265.5382,10298.623,547.1811,5.3131,,61619621,99520174149.0,,
2020-07-01,'000849,300非银,10298.623,10298.623,10016.9139,10058.8551,10068.4987,230.1243,2.2856,,32373816,52552082997.0,,
2020-06-30,'000849,300非银,10068.4987,10156.0888,9862.1945,9887.3524,9836.9132,231.5855,2.3542,,29842460,46941902778.0,,
2020-06-29,'000849,300非银,9836.9132,10025.5752,9802.3677,10015.8576,10080.0072,-243.094,-2.4116,,28007683,44618284569.0,,
2020-06-24,'000849,300非银,10080.0072,10209.057,10049.0716,10091.8249,10053.8581,26.1491,0.2601,,24489411,39920560585.0,,
2020-06-23,'000849,300非银,10053.8581,10062.1895,9918.1745,9990.5355,10033.7315,20.1266,0.2006,,28318152,45500185982.0,,
2020-06-22,'000849,300非银,10033.7315,10280.2622,9878.9614,9900.4594,9907.8988,125.8327,1.27,,43362998,64410961102.0,,
2020-06-19,'000849,300非银,9907.8988,9980.2128,9703.8193,9713.8556,9709.4858,198.413,2.0435,,35468252,54299307876.0,,
2020-06-18,'000849,300非银,9709.4858,9751.2398,9586.7464,9622.4627,9631.4146,78.0712,0.8106,,17134609,26840937218.0,,
2020-06-17,'000849,300非银,9631.4146,9660.3218,9570.1903,9658.4805,9670.6675,-39.2529,-0.4059,,11725830,18150132129.0,,
2020-06-16,'000849,300非银,9670.6675,9702.6526,9630.3692,9673.0689,9557.2196,113.4479,1.187,,13786334,21499018992.0,,
2020-06-15,'000849,300非银,9557.2196,9739.4146,9554.1831,9626.0498,9635.3394,-78.1198,-0.8108,,20371968,31827221917.0,,
2020-06-12,'000849,300非银,9635.3394,9668.5303,9494.9084,9510.4164,9662.5443,-27.2049,-0.2816,,18765307,25012913684.0,,
2020-06-11,'000849,300非银,9662.5443,9826.8958,9634.5311,9760.2308,9800.5176,-137.9733,-1.4078,,17501820,25201006195.0,,
2020-06-10,'000849,300非银,9800.5176,9891.5097,9783.1415,9890.9574,9903.052,-102.5344,-1.0354,,12688058,16757852189.0,,
2020-06-09,'000849,300非银,9903.052,9953.1749,9843.287,9857.9996,9855.1369,47.9151,0.4862,,17625039,24920273896.0,,
2020-06-08,'000849,300非银,9855.1369,9914.6859,9820.7529,9820.9467,9773.5847,81.5522,0.8344,,14773810,22211513234.0,,
2020-06-05,'000849,300非银,9773.5847,9773.8769,9652.8022,9730.5973,9714.2474,59.3373,0.6108,,17283624,20836342733.0,,
2020-06-04,'000849,300非银,9714.2474,9796.197,9687.0219,9787.179,9733.6918,-19.4444,-0.1998,,12527544,17093439927.0,,
2020-06-03,'000849,300非银,9733.6918,9924.8526,9733.5829,9804.9406,9740.8448,-7.153,-0.0734,,17305350,28177708746.0,,
2020-06-02,'000849,300非银,9740.8448,9764.7951,9601.5271,9604.4025,9630.0479,110.7969,1.1505,,18111343,26552987075.0,,
2020-06-01,'000849,300非银,9630.0479,9662.3872,9492.6136,9492.6136,9330.3335,299.7144,3.2123,,25279512,33672560587.0,,
2020-05-29,'000849,300非银,9330.3335,9378.6378,9316.6292,9346.9944,9415.8378,-85.5043,-0.9081,,9560808,12684330180.0,,
2020-05-28,'000849,300非银,9415.8378,9506.5117,9301.9072,9302.6866,9289.1106,126.7272,1.3643,,14822935,19663284489.0,,
2020-05-27,'000849,300非银,9289.1106,9388.7704,9274.094,9341.7818,9336.601,-47.4904,-0.5086,,8283552,11005483498.0,,
2020-05-26,'000849,300非银,9336.601,9346.6454,9297.3781,9328.5662,9253.3738,83.2272,0.8994,,8592602,11868674268.0,,
2020-05-25,'000849,300非银,9253.3738,9310.0864,9211.9252,9292.2317,9290.7296,-37.3558,-0.4021,,10500157,14062512142.0,,
2020-05-22,'000849,300非银,9290.7296,9535.4483,9290.7296,9534.4768,9561.3966,-270.667,-2.8308,,14723041,20580501352.0,,
2020-05-21,'000849,300非银,9561.3966,9682.0235,9559.8974,9673.7123,9641.8475,-80.4509,-0.8344,,10616257,14404328517.0,,
2020-05-20,'000849,300非银,9641.8475,9673.1552,9617.0935,9657.8873,9665.6328,-23.7853,-0.2461,,10583526,14476304466.0,,
2020-05-19,'000849,300非银,9665.6328,9724.4697,9650.4635,9700.5892,9588.9578,76.675,0.7996,,10103378,15183880207.0,,
2020-05-18,'000849,300非银,9588.9578,9654.6352,9548.4759,9610.2922,9619.0389,-30.0811,-0.3127,,11085541,16508180431.0,,
2020-05-15,'000849,300非银,9619.0389,9713.3764,9617.0793,9675.0974,9622.9615,-3.9226,-0.0408,,9002782,13768411294.0,,
2020-05-14,'000849,300非银,9622.9615,9715.7628,9621.2595,9715.7628,9766.835,-143.8735,-1.4731,,10028512,15186656255.0,,
2020-05-13,'000849,300非银,9766.835,9792.4034,9689.3248,9741.4579,9787.6865,-20.8515,-0.213,,10115939,14642658882.0,,
2020-05-12,'000849,300非银,9787.6865,9865.3408,9728.2429,9834.1691,9816.0467,-28.3602,-0.2889,,12056607,18053959108.0,,
2020-05-11,'000849,300非银,9816.0467,9921.662,9777.6967,9813.4472,9800.7265,15.3202,0.1563,,16244616,22960396733.0,,
2020-05-08,'000849,300非银,9800.7265,9854.6258,9701.5443,9758.9181,9729.3954,71.3311,0.7332,,21056073,30163907898.0,,
2020-05-07,'000849,300非银,9729.3954,9794.3774,9719.8578,9789.5436,9805.8745,-76.4791,-0.7799,,12906851,19976197668.0,,
2020-05-06,'000849,300非银,9805.8745,9809.818,9657.3999,9669.781,9840.9601,-35.0856,-0.3565,,15912764,25569347813.0,,
2020-04-30,'000849,300非银,9840.9601,9872.7721,9764.5676,9764.5676,9708.003,132.9571,1.3696,,17530232,26903511517.0,,
2020-04-29,'000849,300非银,9708.003,9741.6812,9551.3584,9552.3764,9581.3122,126.6908,1.3223,,10312884,17981098861.0,,
2020-04-28,'000849,300非银,9581.3122,9623.4207,9401.7961,9525.9474,9451.9017,129.4105,1.3691,,14816771,24109731133.0,,
2020-04-27,'000849,300非银,9451.9017,9533.6041,9430.9475,9430.9475,9410.2259,41.6758,0.4429,,9636792,16259592193.0,,
2020-04-24,'000849,300非银,9410.2259,9515.2252,9382.5186,9513.9327,9585.2102,-174.9843,-1.8256,,11629826,18825319280.0,,
2020-04-23,'000849,300非银,9585.2102,9660.5937,9571.6091,9644.0523,9621.9195,-36.7093,-0.3815,,9430721,14323242849.0,,
2020-04-22,'000849,300非银,9621.9195,9626.9472,9537.6308,9565.0418,9622.3724,-0.4529,-0.0047,,10521823,15580647804.0,,
2020-04-21,'000849,300非银,9622.3724,9732.0918,9544.1386,9716.4082,9776.1875,-153.8151,-1.5734,,13265259,20861626567.0,,
2020-04-20,'000849,300非银,9776.1875,9792.7305,9671.5919,9732.235,9694.3813,81.8062,0.8439,,11776833,20595918640.0,,
2020-04-17,'000849,300非银,9694.3813,9783.2969,9604.4537,9649.3549,9574.9444,119.4369,1.2474,,17327526,30529522478.0,,
2020-04-16,'000849,300非银,9574.9444,9639.0861,9487.0206,9487.8712,9540.4283,34.5161,0.3618,,15542831,24976958443.0,,
2020-04-15,'000849,300非银,9540.4283,9663.8096,9538.2046,9586.8061,9617.3522,-76.9239,-0.7998,,15023503,23462678825.0,,
2020-04-14,'000849,300非银,9617.3522,9667.1333,9444.3573,9481.8608,9428.6353,188.7169,2.0015,,18401668,27755781663.0,,
2020-04-13,'000849,300非银,9428.6353,9472.179,9386.1158,9444.6551,9510.6879,-82.0526,-0.8627,,11720025,16388970285.0,,
2020-04-10,'000849,300非银,9510.6879,9678.0149,9457.2182,9523.962,9510.6993,-0.0114,-0.0001,,16197449,25213111180.0,,
2020-04-09,'000849,300非银,9510.6993,9595.5856,9504.6262,9513.3024,9447.0686,63.6307,0.6735,,18695516,25775150122.0,,
2020-04-08,'000849,300非银,9447.0686,9486.7352,9417.4679,9443.5886,9505.9144,-58.8458,-0.619,,14042413,17986340331.0,,
2020-04-07,'000849,300非银,9505.9144,9531.3656,9428.6587,9495.8,9324.6223,181.2921,1.9442,,19863117,27701200209.0,,
2020-04-03,'000849,300非银,9324.6223,9396.3711,9290.7084,9392.0571,9449.747,-125.1247,-1.3241,,10546350,15398814425.0,,
2020-04-02,'000849,300非银,9449.747,9449.747,9240.9237,9256.513,9328.9361,120.8109,1.295,,12804310,18714759208.0,,
2020-04-01,'000849,300非银,9328.9361,9487.4963,9313.3122,9314.6299,9341.3167,-12.3806,-0.1325,,11948708,18297109410.0,,
2020-03-31,'000849,300非银,9341.3167,9486.8414,9336.0915,9482.72,9369.885,-28.5683,-0.3049,,11100701,16725962043.0,,
2020-03-30,'000849,300非银,9369.885,9414.3678,9279.0484,9325.6422,9463.8011,-93.9161,-0.9924,,12514805,18859500628.0,,
2020-03-27,'000849,300非银,9463.8011,9620.0694,9462.362,9591.8954,9466.5978,-2.7967,-0.0295,,14348516,22732611117.0,,
2020-03-26,'000849,300非银,9466.5978,9587.5973,9454.3674,9467.4825,9560.4,-93.8022,-0.9812,,11428080,18398373954.0,,
2020-03-25,'000849,300非银,9560.4,9638.7345,9496.7518,9578.4897,9369.5273,190.8727,2.0372,,18583241,30828753237.0,,
2020-03-24,'000849,300非银,9369.5273,9375.3118,9176.0678,9289.8644,9119.889,249.6383,2.7373,,17670752,27568024414.0,,
2020-03-23,'000849,300非银,9119.889,9266.9203,9088.5178,9090.1473,9447.5727,-327.6837,-3.4684,,17374543,24764036974.0,,
2020-03-20,'000849,300非银,9447.5727,9460.002,9251.3329,9409.7876,9321.2001,126.3726,1.3558,,17850759,27455156932.0,,
2020-03-19,'000849,300非银,9321.2001,9439.7624,9078.562,9363.4557,9399.8721,-78.672,-0.8369,,25858064,39796042980.0,,
2020-03-18,'000849,300非银,9399.8721,9793.4985,9397.6014,9731.5751,9678.3127,-278.4406,-2.877,,20598186,32694735247.0,,
2020-03-17,'000849,300非银,9678.3127,9843.2276,9483.5188,9719.8732,9656.2885,22.0242,0.2281,,21712919,34791493747.0,,
2020-03-16,'000849,300非银,9656.2885,10134.0303,9646.009,10129.9052,10135.3641,-479.0756,-4.7268,,27504356,43780969879.0,,
2020-03-13,'000849,300非银,10135.3641,10272.9434,9759.7285,9761.5745,10300.5165,-165.1524,-1.6033,,29259921,47833827897.0,,
2020-03-12,'000849,300非银,10300.5165,10406.3229,10241.3701,10339.9992,10465.1768,-164.6603,-1.5734,,23440497,37714972887.0,,
2020-03-11,'000849,300非银,10465.1768,10684.8843,10465.1768,10684.8843,10695.8379,-230.6611,-2.1566,,25655130,40551249546.0,,
2020-03-10,'000849,300非银,10695.8379,10738.8834,10372.6904,10451.6562,10453.2434,242.5945,2.3208,,37242546,55627797535.0,,
2020-03-09,'000849,300非银,10453.2434,10643.5955,10394.3186,10580.8823,10834.6574,-381.414,-3.5203,,35285372,57296145667.0,,
2020-03-06,'000849,300非银,10834.6574,11024.914,10831.0096,10973.5494,11133.7245,-299.0671,-2.6861,,35396608,54121776158.0,,
2020-03-05,'000849,300非银,11133.7245,11226.2521,10813.2327,10943.4294,10842.5489,291.1756,2.6855,,54953878,86459031287.0,,
2020-03-04,'000849,300非银,10842.5489,10843.8597,10629.3975,10630.2864,10635.3688,207.1801,1.948,,33673706,52383702534.0,,
2020-03-03,'000849,300非银,10635.3688,10857.8896,10571.8426,10762.0151,10599.8843,35.4845,0.3348,,32704912,49724811157.0,,
2020-03-02,'000849,300非银,10599.8843,10691.8401,10335.2097,10352.5778,10235.7277,364.1566,3.5577,,32933667,49104796475.0,,
2020-02-28,'000849,300非银,10235.7277,10562.2221,10216.7778,10480.5367,10734.2328,-498.5051,-4.6441,,37578966,58294545023.0,,
2020-02-27,'000849,300非银,10734.2328,10880.935,10692.6076,10768.4673,10735.0407,-0.8079,-0.0075,,29011051,45543587447.0,,
2020-02-26,'000849,300非银,10735.0407,10945.603,10695.878,10716.8409,10872.3422,-137.3015,-1.2629,,41515506,63537978580.0,,
2020-02-25,'000849,300非银,10872.3422,10878.437,10577.7923,10678.818,10867.9302,4.412,0.0406,,45535627,68100376615.0,,
2020-02-24,'000849,300非银,10867.9302,10950.3717,10802.0651,10851.3857,10981.8849,-113.9547,-1.0377,,37741892,59924608330.0,,
2020-02-21,'000849,300非银,10981.8849,11208.068,10905.4457,10983.5718,11027.2611,-45.3762,-0.4115,,52177004,80517992450.0,,
2020-02-20,'000849,300非银,11027.2611,11051.819,10566.3833,10622.653,10586.641,440.6201,4.162,,50390797,72623267504.0,,
2020-02-19,'000849,300非银,10586.641,10733.8635,10519.197,10522.7799,10558.9419,27.6991,0.2623,,30326496,42074813740.0,,
2020-02-18,'000849,300非银,10558.9419,10645.8336,10508.611,10605.5339,10649.1175,-90.1756,-0.8468,,24319249,35482191863.0,,
2020-02-17,'000849,300非银,10649.1175,10671.9694,10386.8621,10438.898,10292.2589,356.8586,3.4673,,35963901,52797408499.0,,
2020-02-14,'000849,300非银,10292.2589,10360.8781,10140.1136,10142.7751,10161.8732,130.3857,1.2831,,24844042,34866953435.0,,
2020-02-13,'000849,300非银,10161.8732,10302.6879,10150.7335,10282.4255,10295.2686,-133.3954,-1.2957,,18483843,27690881625.0,,
2020-02-12,'000849,300非银,10295.2686,10317.8959,10156.4094,10190.0473,10217.4393,77.8293,0.7617,,20078419,29579546578.0,,
2020-02-11,'000849,300非银,10217.4393,10343.9781,10204.2712,10248.3611,10174.5397,42.8996,0.4216,,18986351,29251788816.0,,
2020-02-10,'000849,300非银,10174.5397,10211.697,10068.7976,10086.6884,10172.3114,2.2283,0.0219,,18576153,28035743951.0,,
2020-02-07,'000849,300非银,10172.3114,10179.9126,10066.6521,10109.4921,10193.1888,-20.8774,-0.2048,,21953165,31526252735.0,,
2020-02-06,'000849,300非银,10193.1888,10256.9191,9955.1221,10041.3464,9999.264,193.9248,1.9394,,27346245,39833815714.0,,
2020-02-05,'000849,300非银,9999.264,10188.0697,9884.4801,9957.9659,9939.6645,59.5995,0.5996,,25277257,36704836725.0,,
2020-02-04,'000849,300非银,9939.6645,9978.6518,9586.8578,9586.8578,9763.583,176.0815,1.8035,,32307861,49133645323.0,,
2020-02-03,'000849,300非银,9763.583,9853.4049,9692.8577,9692.8577,10691.4719,-927.8889,-8.6788,,10489395,28045969159.0,,
2020-01-23,'000849,300非银,10691.4719,10958.7241,10595.6552,10901.3602,11060.735,-369.2631,-3.3385,,23577524,41673016963.0,,
2020-01-22,'000849,300非银,11060.735,11115.727,10808.3403,10971.3661,11041.353,19.382,0.1755,,20825777,36228279299.0,,
2020-01-21,'000849,300非银,11041.353,11217.1893,11038.9316,11217.1893,11288.5667,-247.2137,-2.1899,,19672549,33258918792.0,,
2020-01-20,'000849,300非银,11288.5667,11315.2665,11180.5304,11219.4834,11114.0328,174.5339,1.5704,,19024798,33233225036.0,,
2020-01-17,'000849,300非银,11114.0328,11230.3932,11085.073,11119.1348,11058.2064,55.8264,0.5048,,16596380,27341730977.0,,
2020-01-16,'000849,300非银,11058.2064,11164.1562,11051.8283,11157.6451,11121.599,-63.3926,-0.57,,12339463,21301243430.0,,
2020-01-15,'000849,300非银,11121.599,11239.9593,11101.3863,11190.3943,11212.0135,-90.4145,-0.8064,,13369037,22828176483.0,,
2020-01-14,'000849,300非银,11212.0135,11356.8412,11209.1205,11316.7785,11272.383,-60.3695,-0.5356,,17809230,30924580805.0,,
2020-01-13,'000849,300非银,11272.383,11272.4986,11005.2037,11076.3564,11098.8811,173.5019,1.5632,,20831700,34964252419.0,,
2020-01-10,'000849,300非银,11098.8811,11233.8296,11056.2925,11209.6771,11098.784,0.0971,0.0009,,20424678,31932503863.0,,
2020-01-09,'000849,300非银,11098.784,11161.6317,11048.2492,11121.1636,10993.5557,105.2283,0.9572,,17400041,28323944527.0,,
2020-01-08,'000849,300非银,10993.5557,11175.1114,10959.1146,11175.1114,11260.919,-267.3633,-2.3743,,23681968,36668113787.0,,
2020-01-07,'000849,300非银,11260.919,11299.6157,11152.9092,11227.3586,11181.9128,79.0062,0.7066,,22310182,34333790411.0,,
2020-01-06,'000849,300非银,11181.9128,11355.6129,11124.5545,11148.2329,11232.4141,-50.5013,-0.4496,,26872747,41981062587.0,,
2020-01-03,'000849,300非银,11232.4141,11320.4392,11187.0677,11239.3876,11222.0537,10.3604,0.0923,,24921595,38354531485.0,,
2020-01-02,'000849,300非银,11222.0537,11351.0795,11193.4905,11267.1407,11120.448,101.6057,0.9137,,37977209,59504760072.0,,
2019-12-31,'000849,300非银,11120.448,11188.8378,11043.5697,11153.4968,11179.323,-58.875,-0.5266,,30064573,44127945481.0,,
2019-12-30,'000849,300非银,11179.323,11227.0553,10703.1336,10727.8227,10762.738,416.585,3.8706,,44727219,68394710592.0,,
2019-12-27,'000849,300非银,10762.738,10990.4381,10756.3764,10846.7725,10862.1666,-99.4286,-0.9154,,32739532,44508579052.0,,
2019-12-26,'000849,300非银,10862.1666,10862.4156,10692.9103,10710.8641,10701.1058,161.0608,1.5051,,24000991,31564705474.0,,
2019-12-25,'000849,300非银,10701.1058,10776.2074,10660.7776,10694.4218,10721.3655,-20.2597,-0.189,,19361678,25446117115.0,,
2019-12-24,'000849,300非银,10721.3655,10724.3584,10631.1805,10678.1577,10660.3236,61.0419,0.5726,,16597522,22470264472.0,,
2019-12-23,'000849,300非银,10660.3236,10952.2606,10660.3236,10894.2013,10877.0628,-216.7392,-1.9926,,27006763,36356824526.0,,
2019-12-20,'000849,300非银,10877.0628,11033.0845,10873.1164,10890.0463,10872.5304,4.5324,0.0417,,30194458,40099105863.0,,
2019-12-19,'000849,300非银,10872.5304,10930.3969,10821.226,10927.6933,10918.297,-45.7666,-0.4192,,20532128,28159526843.0,,
2019-12-18,'000849,300非银,10918.297,11028.0711,10891.768,10898.1662,10921.7946,-3.4976,-0.032,,33476954,45605289547.0,,
2019-12-17,'000849,300非银,10921.7946,11107.4744,10700.9075,10742.2598,10749.7558,172.0388,1.6004,,42936055,61096795787.0,,
